# kdata file
# Format: Name, Sweetness, Sourness, Nuttiness, Texture
Good Ivan's Sinful Peanut Velvet,1,0.36,0.97,0.11
Billy Bonker's Sour Honey Nut Wafers,0.9,0.93,0.73,0.59
Nastly Cheese Chocolate Fudge,0.08,0.43,0.18,0.1
Hearsay Refreshingly Honey Chocolate Mints,0.75,0.09,0.06,0.51
Nastly Tangy Salted Caramel Wafers,0.24,0.95,0.25,0.59
Billy Bonker's Refreshingly Dark Chocolate Coated Chews,0.46,0.27,0.31,0.23
Hearsay Tart Indulgent Nut Mints,0.9,0.96,0.74,0.46
Billy Bonker's Sour Indulgent Wintergreen Jawbreakers,0.82,0.87,0.02,0.93
Nastly Tart Bittersweet Wintergreen Chews,0.47,0.71,0.11,0.27
Good Ivan's Tart Cheese Nugat-Filled Bar,0.2,0.85,0.7,0.33
Nastly Cool Cheese Peanut-Butter Wafers,0.26,0.07,0.39,0.48
Hearsay Cool Cheese Nugat-Filled Jawbreakers,0.18,0.25,0.66,0.98
Good Ivan's Tangy Sinful Nut Fudge,0.95,0.9,0.76,0.13
Billy Bonker's Cool Sinful Wintergreen Bar,0.86,0.05,0.29,0.51
Good Ivan's Tangy Semisweet Wintergreen Velvet,0.58,0.81,0.21,0.1
Billy Bonker's Luxurious Dark Peanut Nonpariels,0.34,0.01,0.76,0.31
Billy Bonker's Sour Indulgent Peanut-Butter Candy Sticks,0.71,0.84,0.39,0.72
Hearsay Tart Bittersweet Nugat-Filled Lollipops,0.44,0.81,0.44,0.72
Nastly Sour Bittersweet Chocolate Candy Sticks,0.5,0.91,0.2,0.84
Hearsay Sour Honey Walnut Lollipops,0.81,0.78,0.94,0.94
Good Ivan's Luxurious Sinful Nut Chews,0.82,0.22,0.87,0
Nastly Luxurious Salted Nut Clusters,0.27,0.14,0.73,1
Hearsay Cool Semisweet Cashew Lollipops,0.66,0.04,0.94,0.95
Billy Bonker's Tangy Sinful Fruit Mints,0.89,0.96,0.2,0.3
Nastly Luxurious Bittersweet Almond Jawbreakers,0.55,0,0.78,0.81
Good Ivan's Luxurious Bittersweet Walnut Lollipops,0.56,0.07,0.74,0.95
Good Ivan's Luxurious Dark Peanut-Butter Clusters,0.54,0.03,0.61,0.92
Billy Bonker's Tangy Sinful Chocolate Coated Mints,0.91,0.84,0.66,0.69
Hearsay Sinful Peanut Fudge,0.85,0.44,0.73,0.27
Hearsay Tart Honey Chocolate Nonpariels,0.75,0.75,0.14,0.67
Hearsay Cool Sinful Wintergreen Candy Sticks,0.79,0.1,0,0.98
Good Ivan's Cool Honey Nugat-Filled Candy Sticks,0.87,0.21,0.43,0.74
Billy Bonker's Tart Bittersweet Nugat-Filled Jawbreakers,0.5,0.98,0.33,0.84
Good Ivan's Salted Spearmint Candy Sticks,0.13,0.53,0.26,0.94
Billy Bonker's Refreshingly Salted Cashew Velvet,0,0.11,0.78,0.08
Billy Bonker's Sour Salted Peanut Wafers,0.03,0.76,0.94,0.43
Good Ivan's Bittersweet Fruit Clusters,0.5,0.63,0.04,0.81
Billy Bonker's Bitter Wintergreen Wafers,0.15,0.49,0.28,0.4
Billy Bonker's Tangy Cheese Caramel Lollipops,0.05,0.77,0.1,0.81
Billy Bonker's Cheese Wintergreen Jawbreakers,0.16,0.48,0.29,0.88
Good Ivan's Refreshingly Semisweet Cashew Clusters,0.64,0.23,0.94,0.88
Nastly Sour Indulgent Caramel Mints,0.83,0.85,0.29,0.67
Nastly Tart Indulgent Almond Fudge,0.86,0.82,0.89,0.09
Good Ivan's Salted Walnut Fudge,0.11,0.34,1,0.19
Hearsay Luxurious Semisweet Peanut Wafers,0.47,0.03,0.75,0.39
Nastly Cheese Peanut Velvet,0.17,0.56,0.92,0.29
Billy Bonker's Tangy Bittersweet Almond Mints,0.61,0.81,0.82,0.61
Nastly Luxurious Semisweet Almond Nonpariels,0.67,0.21,0.88,0.33
Billy Bonker's Tangy Semisweet Nut Nonpariels,0.63,0.89,0.94,0.52
Nastly Refreshingly Dark Walnut Fudge,0.37,0.18,0.74,0.19
Nastly Honey Almond Clusters,0.9,0.47,0.83,0.88
Nastly Refreshingly Bittersweet Wintergreen Nonpariels,0.37,0.04,0.15,0.51
Billy Bonker's Tart Indulgent Peanut-Butter Chews,0.89,0.73,0.49,0.23
Billy Bonker's Tangy Salted Spearmint Velvet,0.15,0.76,0.1,0.05
Hearsay Refreshingly Cheese Peanut Mints,0.12,0.12,0.93,0.42
Good Ivan's Tangy Honey Nut Bar,0.78,0.75,0.71,0.46
Hearsay Sour Honey Chocolate Coated Candy Sticks,0.73,0.88,0.4,0.99
Nastly Sour Indulgent Fruit Bar,0.83,0.73,0.23,0.4
Hearsay Refreshingly Semisweet Cashew Candy Sticks,0.63,0.11,0.77,0.97
Good Ivan's Cool Cheese Nugat-Filled Lollipops,0.19,0.23,0.31,0.82
Good Ivan's Tangy Bitter Caramel Mints,0.12,0.87,0.04,0.31
Hearsay Sour Bitter Chocolate Coated Mints,0.09,0.75,0.31,0.3
Nastly Cool Semisweet Almond Clusters,0.39,0.25,0.83,0.89
Good Ivan's Cool Semisweet Chocolate Coated Clusters,0.47,0.06,0.45,0.75
Good Ivan's Tangy Sinful Peanut-Butter Mints,0.85,0.74,0.67,0.67
Hearsay Tart Honey Chocolate Coated Bar,0.71,0.82,0.6,0.38
Nastly Tart Sinful Walnut Wafers,0.9,0.74,0.78,0.56
Billy Bonker's Luxurious Dark Cashew Clusters,0.39,0.1,0.77,0.95
Good Ivan's Sour Sinful Caramel Lollipops,0.99,0.93,0.16,0.84
Nastly Sour Semisweet Spearmint Clusters,0.7,0.72,0.02,0.93
Nastly Bittersweet Spearmint Candy Sticks,0.61,0.67,0.1,0.9
Nastly Refreshingly Semisweet Peanut-Butter Fudge,0.31,0.27,0.69,0.17
Hearsay Tart Bitter Chocolate Mints,0.08,1,0.08,0.53
Hearsay Luxurious Semisweet Peanut Lollipops,0.68,0.11,0.93,0.96
Nastly Cool Bitter Walnut Fudge,0.04,0.24,0.83,0.18
Good Ivan's Luxurious Honey Nut Bar,0.75,0.28,0.73,0.54
Good Ivan's Sinful Walnut Clusters,0.79,0.43,0.94,0.76
Hearsay Tangy Bitter Nugat-Filled Lollipops,0,0.82,0.48,0.89
Good Ivan's Sour Semisweet Spearmint Fudge,0.35,0.81,0.03,0.23
Nastly Tangy Sinful Cashew Mints,0.85,0.9,0.95,0.67
Good Ivan's Cool Cheese Caramel Candy Sticks,0.13,0.21,0.19,0.89
Good Ivan's Sour Semisweet Chocolate Chews,0.64,0.75,0.21,0.13
Billy Bonker's Tangy Salted Cashew Velvet,0.24,0.8,0.92,0.12
Good Ivan's Sour Sinful Almond Bar,0.82,0.94,0.84,0.57
Hearsay Tart Bitter Nut Candy Sticks,0.07,0.85,0.99,0.71
Good Ivan's Cheese Spearmint Nonpariels,0.17,0.4,0.24,0.53
Billy Bonker's Sour Sinful Peanut Nonpariels,0.84,0.89,0.78,0.34
Good Ivan's Tart Dark Nut Candy Sticks,0.39,0.8,0.87,0.73
Hearsay Luxurious Bittersweet Walnut Velvet,0.34,0.04,0.8,0.2
Nastly Sour Sinful Chocolate Coated Lollipops,0.78,0.75,0.69,0.92
Hearsay Sour Sinful Peanut Wafers,0.94,0.79,0.94,0.64
Nastly Sour Honey Spearmint Bar,0.83,0.8,0.17,0.31
Good Ivan's Sour Indulgent Spearmint Mints,0.84,1,0.22,0.6
Good Ivan's Refreshingly Bittersweet Peanut Candy Sticks,0.4,0.22,0.78,0.72
Billy Bonker's Sour Salted Walnut Wafers,0.01,0.88,0.73,0.48
Good Ivan's Dark Wintergreen Clusters,0.53,0.51,0.02,0.72
Hearsay Salted Spearmint Wafers,0.05,0.58,0.27,0.49
Good Ivan's Tart Indulgent Spearmint Lollipops,0.85,0.81,0.24,0.87
Hearsay Cheese Chocolate Bar,0.02,0.31,0.28,0.67
Nastly Cool Semisweet Peanut-Butter Jawbreakers,0.42,0.02,0.62,0.78
Nastly Refreshingly Cheese Peanut-Butter Velvet,0.03,0.18,0.67,0.05
Billy Bonker's Sour Cheese Chocolate Coated Bar,0.25,0.78,0.66,0.48
Hearsay Luxurious Semisweet Almond Fudge,0.56,0.16,0.95,0.01
Hearsay Tangy Honey Cashew Candy Sticks,0.88,0.87,0.9,0.71
Billy Bonker's Bitter Spearmint Jawbreakers,0.01,0.38,0.19,0.83
Hearsay Tangy Honey Peanut-Butter Bar,0.93,0.84,0.63,0.67
Billy Bonker's Luxurious Salted Walnut Jawbreakers,0.26,0.1,0.96,0.9
Billy Bonker's Tart Dark Cashew Jawbreakers,0.46,0.9,0.73,0.85
Hearsay Cool Honey Chocolate Coated Chews,0.93,0.07,0.32,0.22
Good Ivan's Sinful Spearmint Clusters,0.8,0.67,0.01,0.72
Hearsay Tangy Dark Spearmint Chews,0.4,0.81,0.27,0.23
Hearsay Tangy Sinful Peanut-Butter Bar,0.94,0.88,0.62,0.57
Nastly Sour Indulgent Nugat-Filled Mints,0.72,0.99,0.36,0.3
Good Ivan's Sour Sinful Cashew Wafers,0.76,0.75,0.95,0.67
Nastly Tangy Dark Chocolate Jawbreakers,0.64,0.8,0.05,0.87
Hearsay Indulgent Peanut Velvet,0.76,0.39,0.89,0.08
Good Ivan's Tangy Sinful Caramel Lollipops,0.96,0.92,0.09,0.75
Good Ivan's Cool Dark Walnut Lollipops,0.49,0.23,0.77,0.76
Billy Bonker's Sour Honey Peanut Bar,0.91,0.82,0.9,0.61
Good Ivan's Bitter Caramel Candy Sticks,0.24,0.55,0.09,0.8
Nastly Cool Bittersweet Nut Candy Sticks,0.39,0.23,0.97,0.91
Nastly Refreshingly Semisweet Walnut Jawbreakers,0.44,0.17,0.94,0.77
Nastly Sour Salted Chocolate Coated Clusters,0.26,0.89,0.65,0.99
Nastly Tart Indulgent Spearmint Candy Sticks,0.88,0.75,0.27,0.76
Hearsay Cool Bittersweet Cashew Mints,0.33,0.2,0.82,0.31
Hearsay Sour Cheese Peanut-Butter Wafers,0.18,0.71,0.49,0.49
Billy Bonker's Tangy Sinful Peanut-Butter Bar,0.75,0.74,0.63,0.42
Billy Bonker's Tart Bitter Walnut Lollipops,0.13,0.73,0.88,0.91
Billy Bonker's Tangy Bitter Chocolate Nonpariels,0.04,0.78,0.07,0.66
Nastly Sinful Peanut Fudge,0.92,0.56,0.73,0.27
Good Ivan's Tart Honey Almond Velvet,0.81,0.92,0.75,0.18
Nastly Bittersweet Chocolate Lollipops,0.52,0.32,0.05,0.93
Good Ivan's Luxurious Bitter Chocolate Coated Bar,0.23,0.16,0.63,0.62
Good Ivan's Luxurious Dark Almond Mints,0.66,0.16,0.75,0.67
Good Ivan's Cool Bittersweet Chocolate Coated Chews,0.31,0.11,0.37,0.04
Good Ivan's Luxurious Dark Chocolate Coated Clusters,0.31,0.05,0.65,0.87
Billy Bonker's Refreshingly Indulgent Fruit Lollipops,0.96,0.16,0.14,0.79
Billy Bonker's Refreshingly Honey Chocolate Velvet,0.73,0.17,0.06,0.09
Nastly Luxurious Dark Walnut Clusters,0.6,0.19,0.73,0.76
Nastly Tart Dark Cashew Mints,0.6,0.89,0.89,0.49
Good Ivan's Refreshingly Bittersweet Walnut Velvet,0.58,0.25,0.85,0.1
Billy Bonker's Luxurious Bitter Walnut Velvet,0.02,0.19,0.82,0.26
Billy Bonker's Tart Semisweet Chocolate Coated Fudge,0.33,0.79,0.45,0.13
Good Ivan's Cool Dark Almond Velvet,0.34,0.02,0.93,0.13
Good Ivan's Refreshingly Dark Almond Clusters,0.64,0.18,0.87,0.72
Hearsay Luxurious Dark Fruit Jawbreakers,0.61,0.1,0.2,0.87
Hearsay Luxurious Semisweet Chocolate Bar,0.5,0.11,0.22,0.65
Nastly Refreshingly Dark Cashew Candy Sticks,0.6,0.23,0.76,0.8
Nastly Cheese Fruit Jawbreakers,0,0.45,0.19,0.95
Billy Bonker's Tangy Dark Chocolate Coated Lollipops,0.63,0.77,0.32,0.77
Hearsay Tart Dark Nugat-Filled Clusters,0.41,0.95,0.59,0.87
Nastly Tart Bitter Peanut Nonpariels,0.1,0.93,0.73,0.41
Nastly Cool Dark Peanut-Butter Jawbreakers,0.54,0.19,0.61,0.88
Hearsay Refreshingly Semisweet Peanut-Butter Lollipops,0.49,0.26,0.63,0.87
Hearsay Tart Dark Wintergreen Jawbreakers,0.68,0.81,0.28,0.8
Hearsay Luxurious Sinful Walnut Bar,0.86,0.12,0.85,0.47
Billy Bonker's Tart Bittersweet Wintergreen Lollipops,0.67,0.79,0.23,0.98
Good Ivan's Tangy Salted Peanut-Butter Jawbreakers,0.18,0.87,0.49,0.89
Billy Bonker's Cheese Wintergreen Fudge,0.25,0.57,0.02,0.11
Nastly Cool Bitter Peanut-Butter Clusters,0.17,0.06,0.35,0.98
Hearsay Sour Semisweet Wintergreen Jawbreakers,0.34,0.73,0.03,0.85
Billy Bonker's Tangy Sinful Nugat-Filled Velvet,0.83,0.94,0.33,0.22
Nastly Sour Indulgent Caramel Wafers,0.91,0.85,0.2,0.65
Nastly Refreshingly Honey Cashew Wafers,0.9,0.21,0.98,0.41
Hearsay Cool Honey Fruit Fudge,0.78,0.15,0.02,0.23
Hearsay Tart Indulgent Peanut-Butter Jawbreakers,0.91,0.82,0.42,0.76
Good Ivan's Tangy Honey Fruit Clusters,0.99,0.97,0.18,0.85
Nastly Tart Indulgent Nugat-Filled Bar,0.87,0.74,0.69,0.34
Billy Bonker's Tangy Honey Nugat-Filled Lollipops,0.76,0.98,0.39,0.77
Good Ivan's Tangy Bitter Almond Mints,0.03,0.86,0.9,0.3
Nastly Sour Semisweet Almond Wafers,0.63,0.79,0.76,0.66
Billy Bonker's Cool Cheese Peanut-Butter Fudge,0.29,0.01,0.67,0.05
Nastly Cool Semisweet Peanut Lollipops,0.43,0.04,0.91,0.94
Good Ivan's Tart Semisweet Cashew Nonpariels,0.64,0.74,1,0.67
Good Ivan's Tangy Indulgent Caramel Clusters,0.82,1,0.11,0.93
Good Ivan's Cool Salted Walnut Fudge,0.17,0.03,0.75,0.29
Nastly Dark Chocolate Jawbreakers,0.33,0.37,0.06,0.85
Billy Bonker's Luxurious Cheese Walnut Wafers,0.2,0.19,0.94,0.58
Billy Bonker's Indulgent Nut Lollipops,0.83,0.35,0.72,0.97
Nastly Tart Sinful Peanut-Butter Clusters,0.93,0.74,0.34,0.8
Good Ivan's Indulgent Spearmint Candy Sticks,0.84,0.7,0.16,1
Nastly Sour Salted Wintergreen Candy Sticks,0.26,0.81,0.2,0.85
Good Ivan's Tangy Salted Chocolate Chews,0.13,0.81,0.26,0.09
Billy Bonker's Sour Bittersweet Spearmint Candy Sticks,0.68,0.92,0.03,0.95
Billy Bonker's Refreshingly Bitter Nut Mints,0.29,0.27,0.73,0.45
Nastly Sour Sinful Fruit Clusters,0.82,0.78,0.03,0.91
Hearsay Tart Indulgent Caramel Mints,0.86,0.91,0.13,0.7
Billy Bonker's Tart Honey Cashew Candy Sticks,0.8,0.9,0.78,0.81
Billy Bonker's Tart Sinful Wintergreen Nonpariels,0.89,0.93,0.08,0.61
Nastly Honey Walnut Jawbreakers,0.86,0.36,0.86,0.95
Nastly Cheese Wintergreen Chews,0.08,0.52,0.12,0.25
Nastly Refreshingly Semisweet Almond Wafers,0.64,0.16,0.76,0.61
Good Ivan's Refreshingly Bitter Peanut Nonpariels,0.13,0.15,0.82,0.47
Billy Bonker's Tangy Indulgent Wintergreen Clusters,0.72,0.71,0.24,0.71
Billy Bonker's Tangy Bitter Nugat-Filled Wafers,0.19,0.82,0.46,0.36
Good Ivan's Refreshingly Semisweet Chocolate Coated Candy Sticks,0.57,0.25,0.34,0.79
Good Ivan's Tangy Bittersweet Peanut-Butter Fudge,0.35,0.71,0.64,0.1
Hearsay Cool Bittersweet Walnut Nonpariels,0.63,0.18,0.72,0.45
Billy Bonker's Luxurious Sinful Cashew Chews,0.97,0.12,0.84,0.07
Nastly Sour Indulgent Chocolate Bar,0.92,0.96,0.2,0.48
Good Ivan's Tangy Indulgent Cashew Mints,0.94,0.95,0.95,0.69
Billy Bonker's Luxurious Bittersweet Almond Bar,0.48,0.03,0.93,0.65
Good Ivan's Cool Semisweet Peanut Clusters,0.65,0.27,0.86,0.79
Billy Bonker's Tangy Semisweet Cashew Lollipops,0.63,0.9,0.81,0.89
Billy Bonker's Tart Bitter Peanut-Butter Nonpariels,0.23,0.87,0.37,0.31
Nastly Sour Indulgent Chocolate Coated Lollipops,0.78,1,0.31,0.75
Hearsay Cool Honey Spearmint Jawbreakers,0.71,0.23,0.16,0.86
Nastly Tangy Sinful Nugat-Filled Candy Sticks,0.99,0.96,0.7,0.92
Good Ivan's Sour Dark Walnut Bar,0.43,0.91,0.86,0.59
Billy Bonker's Cool Honey Peanut Chews,0.89,0.14,0.87,0.01
Nastly Sinful Chocolate Candy Sticks,0.86,0.56,0.03,0.73
Billy Bonker's Sour Sinful Caramel Candy Sticks,0.97,0.84,0.05,0.78
Nastly Sour Semisweet Peanut-Butter Fudge,0.5,0.75,0.64,0.16
Good Ivan's Tart Honey Chocolate Mints,0.83,0.94,0.16,0.37
Billy Bonker's Sour Honey Peanut-Butter Wafers,0.99,0.97,0.44,0.56
Good Ivan's Tangy Sinful Wintergreen Jawbreakers,0.94,0.8,0.25,0.88
Nastly Tangy Indulgent Walnut Nonpariels,0.98,0.88,0.78,0.43
Nastly Tart Honey Nugat-Filled Nonpariels,0.99,0.79,0.65,0.62
Hearsay Refreshingly Indulgent Nut Chews,0.9,0.23,0.98,0.19
Hearsay Refreshingly Bittersweet Walnut Mints,0.31,0.14,0.98,0.69
Billy Bonker's Luxurious Dark Peanut-Butter Fudge,0.47,0.06,0.61,0.1
Nastly Luxurious Honey Nugat-Filled Fudge,0.91,0.13,0.58,0.21
Hearsay Luxurious Cheese Fruit Chews,0.03,0.26,0.04,0.16
Nastly Luxurious Semisweet Almond Mints,0.7,0.27,0.88,0.65
Good Ivan's Cool Indulgent Chocolate Coated Jawbreakers,0.75,0.1,0.61,0.87
Hearsay Luxurious Cheese Peanut Bar,0.22,0.18,0.96,0.7
Hearsay Tangy Indulgent Caramel Lollipops,0.87,0.98,0.22,0.84
Good Ivan's Refreshingly Semisweet Almond Mints,0.51,0.08,0.93,0.36
Good Ivan's Refreshingly Honey Wintergreen Jawbreakers,0.73,0.05,0.03,0.84
Good Ivan's Sour Bitter Peanut-Butter Bar,0.15,0.78,0.41,0.38
Good Ivan's Refreshingly Bittersweet Cashew Bar,0.47,0.14,0.8,0.6
Good Ivan's Luxurious Semisweet Cashew Lollipops,0.3,0.06,0.74,0.9
Good Ivan's Cool Bittersweet Peanut Jawbreakers,0.68,0.02,0.88,0.98
Billy Bonker's Indulgent Caramel Jawbreakers,0.94,0.5,0.1,0.97
Billy Bonker's Tangy Indulgent Nut Mints,0.75,0.77,0.86,0.41
Hearsay Bittersweet Fruit Jawbreakers,0.39,0.52,0.09,0.85
Hearsay Sour Cheese Caramel Lollipops,0.08,0.93,0.26,0.86
Good Ivan's Refreshingly Cheese Peanut-Butter Velvet,0.05,0.18,0.67,0.06
Nastly Cheese Caramel Wafers,0.18,0.63,0.06,0.4
Good Ivan's Cool Bittersweet Walnut Mints,0.68,0.04,0.74,0.36
Hearsay Cool Semisweet Chocolate Coated Velvet,0.3,0.05,0.7,0.17
Hearsay Tart Sinful Peanut Bar,1,0.78,0.76,0.42
Good Ivan's Tart Dark Cashew Wafers,0.67,0.79,0.92,0.37
Billy Bonker's Tart Honey Peanut Nonpariels,0.76,0.86,0.99,0.67
Nastly Luxurious Semisweet Peanut-Butter Lollipops,0.34,0.08,0.65,0.95
Hearsay Tart Semisweet Nugat-Filled Fudge,0.3,0.85,0.65,0.02
Billy Bonker's Sinful Caramel Candy Sticks,0.97,0.34,0.14,0.92
Billy Bonker's Sour Bitter Chocolate Coated Bar,0.19,0.8,0.31,0.64
Billy Bonker's Refreshingly Honey Chocolate Jawbreakers,0.98,0.21,0.27,0.99
Billy Bonker's Semisweet Fruit Candy Sticks,0.54,0.39,0.04,0.99
Hearsay Refreshingly Dark Peanut Lollipops,0.58,0.22,0.79,0.87
Billy Bonker's Sour Honey Nugat-Filled Fudge,0.88,0.92,0.44,0.14
Nastly Luxurious Bittersweet Chocolate Coated Candy Sticks,0.41,0.02,0.7,0.96
Good Ivan's Tart Honey Nugat-Filled Jawbreakers,0.91,0.91,0.56,0.93
Billy Bonker's Luxurious Bittersweet Peanut-Butter Lollipops,0.46,0.09,0.55,0.71
Hearsay Tangy Honey Walnut Nonpariels,0.93,0.74,0.89,0.38
Billy Bonker's Honey Spearmint Candy Sticks,0.94,0.6,0.2,0.97
Nastly Sour Indulgent Chocolate Candy Sticks,0.98,0.85,0.12,0.98
Nastly Tart Bitter Nut Wafers,0.05,0.76,0.92,0.62
Nastly Cheese Walnut Velvet,0.06,0.4,0.82,0.18
Billy Bonker's Tangy Dark Chocolate Coated Chews,0.63,0.73,0.34,0.13
Good Ivan's Tart Semisweet Nut Candy Sticks,0.58,0.75,0.8,0.99
Hearsay Luxurious Dark Almond Wafers,0.68,0.1,0.98,0.31
Nastly Tart Bitter Peanut-Butter Wafers,0.19,0.93,0.4,0.39
Good Ivan's Sour Sinful Peanut-Butter Candy Sticks,0.77,0.9,0.36,0.94
Billy Bonker's Tart Bittersweet Cashew Nonpariels,0.3,0.98,0.72,0.69
Billy Bonker's Salted Wintergreen Bar,0.07,0.66,0.06,0.45
Billy Bonker's Cool Dark Wintergreen Candy Sticks,0.69,0.06,0.19,0.89
Good Ivan's Tart Sinful Almond Wafers,0.89,0.73,0.93,0.49
Nastly Tangy Honey Cashew Bar,0.85,0.71,0.74,0.35
Billy Bonker's Sour Honey Nut Chews,0.86,0.75,0.89,0.24
Billy Bonker's Tart Indulgent Caramel Clusters,0.94,0.92,0.24,0.8
Good Ivan's Refreshingly Honey Peanut Candy Sticks,0.77,0.16,0.77,0.93
Hearsay Luxurious Bittersweet Almond Clusters,0.54,0.16,0.85,0.95
Hearsay Cool Dark Peanut Lollipops,0.41,0.25,0.87,0.83
Good Ivan's Sour Indulgent Peanut-Butter Wafers,0.77,0.99,0.64,0.4
Good Ivan's Sour Semisweet Chocolate Coated Candy Sticks,0.38,0.74,0.7,0.71
Billy Bonker's Sour Salted Almond Mints,0.12,0.93,0.76,0.47
Nastly Tart Cheese Caramel Chews,0.04,0.73,0.1,0.01
Hearsay Cool Bitter Chocolate Coated Fudge,0.04,0.08,0.51,0.24
Hearsay Refreshingly Semisweet Walnut Lollipops,0.5,0.02,0.94,0.72
Billy Bonker's Sour Semisweet Nugat-Filled Velvet,0.36,0.83,0.34,0.26
Hearsay Cool Honey Fruit Wafers,0.79,0.26,0.13,0.7
Hearsay Refreshingly Cheese Wintergreen Velvet,0.27,0.28,0.27,0.24
Billy Bonker's Sour Semisweet Fruit Candy Sticks,0.63,0.93,0.24,0.89
Good Ivan's Luxurious Sinful Fruit Velvet,0.83,0.29,0.25,0.05
Hearsay Luxurious Cheese Nugat-Filled Clusters,0.12,0.29,0.66,0.95
Good Ivan's Tangy Indulgent Nugat-Filled Nonpariels,0.84,0.77,0.32,0.64
Nastly Honey Caramel Clusters,0.75,0.68,0.01,0.81
Good Ivan's Honey Spearmint Lollipops,0.82,0.42,0.23,0.91
Good Ivan's Cool Honey Chocolate Coated Fudge,0.78,0.09,0.32,0.28
Nastly Refreshingly Indulgent Caramel Fudge,0.99,0.08,0.09,0.28
Hearsay Refreshingly Dark Peanut Candy Sticks,0.68,0.15,0.74,0.8
Hearsay Sour Cheese Caramel Velvet,0.2,0.77,0.25,0.18
Good Ivan's Cheese Fruit Velvet,0.14,0.45,0.16,0.21
Good Ivan's Tangy Honey Chocolate Bar,0.96,0.92,0.08,0.62
Good Ivan's Sour Indulgent Fruit Nonpariels,0.79,0.72,0.12,0.6
Billy Bonker's Luxurious Indulgent Caramel Mints,0.75,0.08,0.11,0.65
Good Ivan's Sinful Wintergreen Jawbreakers,0.73,0.69,0.09,0.94
Good Ivan's Sour Semisweet Nut Mints,0.62,0.9,0.95,0.5
Hearsay Luxurious Semisweet Chocolate Coated Lollipops,0.61,0.29,0.5,0.78
Nastly Refreshingly Cheese Nut Nonpariels,0.2,0.25,0.94,0.53
Billy Bonker's Luxurious Bitter Almond Chews,0.01,0.12,1,0.26
Nastly Tangy Bitter Spearmint Clusters,0.27,0.75,0.18,0.71
Billy Bonker's Tart Cheese Almond Chews,0.28,0.86,0.78,0.02
Nastly Tangy Semisweet Chocolate Coated Chews,0.4,0.99,0.64,0.19
Good Ivan's Tart Indulgent Chocolate Nonpariels,0.96,0.79,0.21,0.7
Hearsay Refreshingly Bittersweet Nut Bar,0.55,0.02,0.85,0.37
Nastly Tart Salted Peanut Bar,0.24,0.87,0.95,0.33
Billy Bonker's Sour Cheese Fruit Chews,0.25,0.98,0.11,0.03
Billy Bonker's Tangy Cheese Cashew Fudge,0.29,0.8,0.79,0.1
Hearsay Luxurious Bittersweet Wintergreen Fudge,0.36,0.12,0.28,0.09
Good Ivan's Refreshingly Sinful Peanut-Butter Candy Sticks,0.98,0.12,0.31,0.78
Nastly Sour Dark Almond Fudge,0.36,0.85,0.88,0.11
Hearsay Bittersweet Fruit Clusters,0.68,0.7,0.28,0.91
Good Ivan's Tangy Semisweet Peanut-Butter Fudge,0.62,0.82,0.55,0.05
Hearsay Refreshingly Cheese Spearmint Velvet,0.09,0.12,0.18,0.05
Nastly Cool Sinful Nut Mints,0.79,0.25,0.74,0.7
Good Ivan's Cool Semisweet Peanut Bar,0.5,0,0.95,0.38
Hearsay Tangy Sinful Wintergreen Velvet,0.98,0.94,0.2,0.12
Good Ivan's Sour Cheese Nugat-Filled Nonpariels,0.06,0.83,0.65,0.3
Nastly Cool Dark Walnut Lollipops,0.4,0.05,0.74,0.85
Billy Bonker's Refreshingly Semisweet Peanut-Butter Clusters,0.35,0.03,0.48,0.81
Good Ivan's Tart Indulgent Almond Mints,0.88,0.85,0.86,0.46
Good Ivan's Tangy Salted Nugat-Filled Clusters,0.07,0.72,0.44,0.83
Good Ivan's Luxurious Bitter Nugat-Filled Wafers,0.11,0.18,0.54,0.7
Nastly Cool Bittersweet Nugat-Filled Clusters,0.42,0.29,0.7,0.87
Billy Bonker's Cool Indulgent Wintergreen Chews,0.82,0.28,0.04,0.28
Nastly Tart Salted Nugat-Filled Bar,0.05,0.74,0.33,0.31
Hearsay Tart Indulgent Wintergreen Clusters,0.78,0.92,0.12,1
Billy Bonker's Luxurious Honey Nugat-Filled Velvet,1,0.01,0.57,0.1
Hearsay Sour Indulgent Nugat-Filled Wafers,0.89,0.8,0.66,0.43
Nastly Tart Salted Nut Clusters,0.29,0.94,0.9,0.8
Hearsay Cool Sinful Chocolate Coated Clusters,0.97,0.15,0.39,0.96
Good Ivan's Tangy Indulgent Chocolate Clusters,0.88,0.79,0.15,0.83
Good Ivan's Sour Sinful Peanut-Butter Mints,0.93,0.71,0.63,0.43
Hearsay Honey Cashew Fudge,0.93,0.36,0.77,0.18
Billy Bonker's Sour Indulgent Fruit Clusters,0.8,0.86,0.25,0.83
Billy Bonker's Sour Dark Peanut-Butter Chews,0.35,0.89,0.41,0.08
Hearsay Refreshingly Sinful Almond Nonpariels,0.79,0.06,0.96,0.31
Nastly Cool Bittersweet Peanut Bar,0.69,0.12,0.99,0.65
Hearsay Dark Spearmint Candy Sticks,0.69,0.49,0.09,0.82
Nastly Refreshingly Semisweet Nut Mints,0.57,0.15,0.73,0.48
Hearsay Refreshingly Semisweet Wintergreen Mints,0.66,0.06,0.16,0.51
Hearsay Refreshingly Bittersweet Walnut Wafers,0.56,0.26,0.95,0.61
Nastly Luxurious Cheese Almond Clusters,0.04,0.09,0.71,0.71
